id	alt_title	archived	co_op	collection_id	controller_support	date_added	date_modified	description	developer	esrb	favorite	filename	genre_id	gpu	hdd	last_played	mod	notes	online_multiplayer	operating_system	platform_id	play_count	players	processor	publisher	ram	region	save_path	steam_id	store	tags	title	translation	year
1900		0	0		1	2024-02-02 13:01:52.390355	2024-02-02 19:14:53.443476	World Driver Championship allows players to develop a racing career as they compete for job offers with each of the 15 World Driver Teams. The game features 10 tracks (Sydney, Kyoto, Rome, and others), 20 challenging events spread across two different levels of competition, and over 30 exotic cars. The game strives to imitate realistic physics and car handling.	Boss Game Studios	E	0	world-driver-championship.z64	11						0		21		2		Midway Games		NA					World Driver Championship	0	1999
1901		0	0		1	2024-02-02 13:02:00.581184	2024-02-02 19:28:17.544759	Destroy buildings, wreck cars, eat people.  If this is what you are looking for in a game, you are in luck.	Saffire Corporation	E	0	rampage-world-tour.z64	1						0		21		4		Midway Games		NA				Sci-Fi	Rampage World Tour	0	1997
1902		0	0		1	2024-02-02 13:02:16.063208	2024-02-02 19:29:04.136311	Blazingly fast futuristic motor cycle racing. Blast your opponents off the track with laser cannons, homing missiles and an assortment of other weapons, such as mines, bombs and tripwires - all at 300 MPH. Includes championship and multiplayer modes, with a tournament mode for 16 players, over a host of tracks set in four different worlds.	Probe Entertainment	E	0	extreme-g.z64	11						0		21		4		Acclaim Entertainment, Inc.		NA				Sci-Fi	Extreme-G	0	1997
1903		0	0	31	1	2024-02-02 13:02:26.485052	2024-03-25 16:34:01.107179	A full-fledged sequel to id Software's Doom series of first-person shooters, developed by Midway exclusively for the Nintendo 64.	Midway Games	M	0	doom-64.z64	1						0		21		1		Midway Games		NA				First-Person, Shooter	DOOM 64	0	1997
1904						2024-02-02 13:02:32.805165	2024-02-02 13:02:32.805172	The second game in the Chameleon Twist franchise has gameplay reminiscent to that of its predecessor, however is accompanied by new environments, enemies, and abilities in this 3D platformer.	Japan System Supply	E		chameleon-twist-2.z64	1								21		1		Sunsoft		NA					Chameleon Twist 2		1998
1905		0	0	116	1	2024-02-02 13:02:39.553221	2024-03-25 13:11:14.811825	"Loosely based on *Super Mario World 2: Yoshi's Island*, Yoshi's Story* follows the adventures of six Yoshis as they search through sunny woods, dark caves, soaring mountains, steaming jungles, vast oceans, and gloomy castles for the Super Happy Tree, which has been stolen by the dreaded Baby Bowser. Yoshi can walk, run, swim, leap, flutter, and fire his payload of eggs. The action takes place in storybook ""pages"" made up of bookmaking materials and other familiar textures, including cut-paper forests, denim clouds, inflatable plastic islands, and stacks of colored spools."	Nintendo	E	0	yoshis-story.z64	1						0		21		1		Nintendo		NA				2D Scrolling, Platformer	Yoshi's Story	0	1997
1906		0	0		1	2024-02-02 13:02:48.893195	2024-02-02 19:35:15.899613	*International Superstar Soccer 64* is a soccer simulation game that lets players experience the excitement and drama of professional soccer. The Japanese release is specific to Japan's J-League.	Konami Computer Entertainment Osaka Co., Ltd.	E	0	international-superstar-soccer-64.z64	13						0		21		4		Konami		NA				Soccer	International Superstar Soccer 64	0	1997
1907		0	0		1	2024-02-02 13:02:57.851841	2024-02-02 17:49:46.160539	"Kobe Bryant teams up with Nintendo for a second time. For this update to NBA Courtside, all the team and player statistics, moves and jersey changes have been added to the available roster, etc.

There are now more options available for each play mode, such as the ability to play multiple seasons in the regular season mode, play a Three-point contest, as well as more options when creating your own player in create-a-player mode.

Further improvements to the player movement, AI and animation have been made, including new moves such as the no-look pass and new dunk styles, once again motion captured from Kobe Bryant."	Left Field Productions	E	0	nba-courtside-2-featuring-kobe-bryant.z64	13						0		21		4		Nintendo		NA				Basketball	NBA Courtside 2: Featuring Kobe Bryant	0	1999
1908		0	0		1	2024-02-02 13:03:47.019908	2024-03-25 11:35:32.511011	"The sequel to *Fighters Destiny* has you again taking your created fighter up the ranks by competing in a number of challenging 1 on 1 battles.

As with the first title, the aim is to hit a number of targets on the opposition's body to gain points, as well as knockouts, ring-outs, time expiry and so forth. In total there are over 30 moves to be used. The winner is the one with the most points at the end, which will not necessarily be the one with the most energy left."	Opus Corp.	T	0	fighters-destiny-2.z64	7						0		21		2		SouthPeak Interactive		NA					Fighter's Destiny 2	0	2000
1909		0	0		1	2024-02-02 13:03:57.925871	2024-02-02 17:53:33.547957	Excitebike 64 is an update to the original Excitebike, for the NES. The outrageous jumps and precision timing required in the original have been translated into a modern 3D racing game.	Left Field Productions	E	0	excitebike-64.z64	11						0		21		4		Nintendo		NA					Excitebike 64	0	2000
1910		0	0		1	2024-02-02 13:04:06.225540	2024-02-02 17:55:02.052222	"Long ago, scientists created a living space station, full of animals. After its launch into space, the station vanished, never to be seen again.

Until now.

The station has reappeared out of no-where, many years after its first launch, and is on a collision course with Earth. Two unlikely heroes (pilot and all-round ugly looking guy Dan and robot Evo) are now thrust with the mission to stop the station, and find out where it has been all this time.

Sadly, not everything goes to plan, with their ship crashing into the station. Evo, the unlucky robot that he is, is thrown out of the ship and smashed into pieces. His only hope for survival is to attach his microchip into another host robot. Thankfully, underneath the wrecked ship is the remains of another robot, and with a quick fix Evo is now a robotic dog.

As you enter the valley, you must contend with a host of other robots much like the dog, of all shapes and animal sizes. You can move Evo's chip from one animal to another to gain attributes and abilities, improving your chance of success to get past the killer penguins and rocket launching tigers."	DMA Design	E	0	space-station-silicon-valley.n64	1						0		21		1		Take-Two Interactive Software, Inc.		NA				Platformer, Puzzle	Space Station Silicion Valley	0	1998
1913		0	0		1	2024-02-02 13:05:51.365905	2024-02-02 18:10:56.642348	As Todd Snap, an aspiring Pokémon photographer, you must travel through different environment types in order to photograph as many Pokémon as you can find. With the help of Professor Oak, you will discover new places to photograph Pokémon, ranging from those such as a volcano which houses Fire Pokémon to a jungle housing Grass Pokémon. The game features 63 of the original 151 Pokémon, including favorites such as Pikachu and Charizard.	HAL Laboratory	E	0	pokemon-snap.z64	1						0		21		1		Nintendo		NA				Rail Shooter	Pokémon Snap	0	1999
1914		0	0		1	2024-02-02 13:05:57.302697	2024-02-02 18:29:24.882078	Aidyn Chronicles: The First Mage follows the story of Alaron, poisoned by mysterious goblins while out on patrol in the grounds of King Loyd's kingdom. Without an ordinary cure for his illness, Alaron must set out on a journey with a selection of companions in search of the antidote. Little does Alaron know that the journey is even more dangerous then firstly thought, with a mysterious evil force brewing in the distance.	H2O Entertainment	T	0	aidyn-chronicles-the-first-mage.z64	0						0		21		1		THQ		NA				Fantasy	Aidyn Chronicles: The First Mage	0	2000
1915		0	0		1	2024-02-02 13:06:04.954966	2024-02-02 18:31:11.470000	"Performance... adrenaline... speed! These are the ingredients in the next generation of Rush Mania! Feel the Rush once again as you blast through some of the hottest spots in America!

You want death-defying jumps and treacherous shortcuts? You'll find 'em, along with much more, in 11 selectable tracks, including Seattle, Alcatraz, and Las Vegas.

Choose your racing machine from over 15 new vehicles. And while you're there, cruise into the body shop, and choose your car's colour, suspension, even hubcaps!"	Midway Games	E	0	rush-2-extreme-racing-usa.z64	11						0		21		2		Midway Games		NA					Rush 2: Extreme Racing USA	0	1998
1917		0	0		1	2024-02-02 13:06:23.270171	2024-02-02 18:34:00.163429	Acclaim and Iguana come together for a full-on NFL football title. QC98 features full season, exhibition and playoff modes right through the the Super Bowl, with every team, player and stat from the 1998 season.	Acclaim Studios Austin	E	0	nfl-quarterback-club-98.z64	13						0		21		4		Acclaim Entertainment		NA				Football	NFL Quarterback Club 98	0	1997
1919		0	0		1	2024-02-02 13:06:45.390578	2024-02-02 17:37:38.685014	WWF Wrestlemania 2000 is THQ's first WWF licensed game after making two games based on WCW. The gameplay is similar to that of WCW/NWO Revenge, adding new features such as cage matches, custom entrances, and the possibility to create and customize player's own wrestlers.	AKI Corporation	T	0	wwf-wrestlemania-2000.z64	13						0		21		4		THQ		NA				Wrestling	WWF Wrestlemania 2000	0	1999
1920		0	0	117	1	2024-02-02 13:06:57.771991	2024-02-02 17:39:35.159068	Duke Nukem starts his second third-person-adventure, after *Duke Nukem: Time to Kill* for Playstation, he now kicks alien asses on the Nintendo 64.	Eurocom Entertainment Software	M	0	duke-nukem-zero-hour.z64	1						0		21		4		GT Interactive Software		NA				First-Person, Shooter	Duke Nukem: Zero Hour	0	1999
1921		0	0	24	1	2024-02-02 13:07:04.347061	2024-02-02 17:41:34.562652	"In a world covered almost entirely in water, there exist small islands that hide huge treasures. And where there's treasure, you can find treasure hunters called Diggers, who live for the thrill of the hunt...

Barrel Casket was once one of the greatest Diggers, but he has now retired. He now cares for his young granddaughter, Roll, whose parents disappeared while on a dig. He had also discovered a strange baby boy in some ruins one time, who he also took under his care alongside Roll. He named the baby boy Rock Voulnut, and Rock grew up to be an expert Digger, sometimes known by his nickname, MegaMan.

While out exploring one day, Rock, Roll, and Barrel's airship, the Flutter, crash lands on an island named Kattelox. As they explore Kattelox in hopes of fixing their ship, they hear word of a huge treasure, the legendary Mother Lode, that is buried somewhere on the island. Rock, Roll, and Barrel decide to look for the treasure, but at the same time, they're going to get a little competition from a pirate family named the Bonnes..."	Capcom	E	0	mega-man-64.z64	1						0		21		1		Capcom		NA				Metroidvania, Third-Person	Mega Man Legends	0	1997
1923		0	0		1	2024-02-02 13:08:17.350456	2024-02-02 17:45:40.600893	In this second installment of Extreme-G, you once again will race with and against the incredible capabilities of G-bikes (they closely resemble of the ones in Tron) through several surreal, twisting tracks. Be hell on wheels blasting your challengers with an arsenal of vicious weapons and even break the sound barrier!	Probe Entertainment	E	0	extreme-g-xg2.z64	11						0		21		4		Acclaim Entertainment		NA				Vehicular Combat, Sci-Fi	Extreme-G: XG2	0	1998
1924		0	0		1	2024-02-02 13:23:56.364443	2024-05-28 22:18:36.982482	Glover is a platform game that follows a four-fingered glove with magical powers.	Interactive Studios	E	0	glover.z64	1						0		21		1		Hasbro Interactive		NA				Puzzle, Platformer, Third-Person	Glover	0	1998
1926		0	0		1	2024-02-02 13:24:22.032808	2024-02-02 17:48:40.958169	In the world of 3000 AD, the world is run by 9 different supercomputers, who are horribly bored, so they created this virtual reality simulation to race each other.	Vivid Image	E	0	scars.z64	11						0		21		1		Ubisoft Entertainment		NA				Sci-Fi	S.C.A.R.S.	0	1998
1927		0	0		1	2024-02-02 13:24:28.681615	2024-02-02 19:35:09.339312	Davy the chameleon is minding his own business, when a rabbit catches his eye. Following the rabbit into its hole, he soon finds himself transformed into a super, alien chameleon, with an extra long tongue. Stuck in an unknown world, he must use his new strength to find his way out back to his home.	Japan System Supply	E	0	chameleon-twist.z64	1						0		21		4		Sunsoft		NA				Platformer	Chameleon Twist	0	1997
1928		0	0		1	2024-02-02 13:24:41.062035	2024-02-02 17:21:48.995685	Ridge Racer makes its first appearance on a Nintendo console, including all of the fast, pick up and play action previously seen in the series on Playstation and in arcades.	Nintendo	E	0	rr64-ridge-racer-64.z64	11						0		21		4		Nintendo		NA				Street Racing	Ridge Racer 64	0	2000
1929		0	0	48	1	2024-02-02 13:24:54.478860	2024-02-02 23:39:29.341978	The people of Oedo Town are in a panic! A gigantic UFO shaped like a peach has arrived, and the Peach Mountain Shoguns have turned Oedo Castle into one big stage for themselves to perform on! Everyone's relying on Goemon to save the day, but he hasn't even noticed what's happening! Can our hero stop the Shoguns before they do any more damage?	Konami	E	0	mystical-ninja-starring-goemon.z64	1						0		21		1		Konami		NA				Platformer, Puzzle	Mystical Ninja Starring Goemon	0	1998
1930		0	0		1	2024-02-02 13:25:24.195596	2024-02-02 17:26:50.363560	"Updates to every team, from player stats to team records, are included, along with 6 European NFL clubs, while team plays and AI strategy features the mind of New York Jets offensive coordinator Charlie Weis, and all 32 Super Bowls can be re-written to your style.

Also included is a create a player mode; weekly, game and season awards; total team management options including trading, drafting and releasing players; 30 play books based on real team designs; Play-by-play from Mike Patrick, color calls from Randy Cross and referee calls from NFL's head of officials, Jerry Markbreit."	Acclaim Studios Austin	E	0	nfl-quarterback-club-99.z64	13						0		21		4		Acclaim Entertainment		NA				Football	NFL Quarterback Club 99	0	1998
1931		0	0		1	2024-02-02 13:25:42.356519	2024-02-02 17:29:01.026663	"In 1978, Earth successfully repulsed an invasion from outer space thanks to ""the Tank."" The Tank was based on alien technology found when a scout ship had crashed years earlier. Now, over 20 years later, a new Tank has been created based on the technology recovered during the 1978 invasion. And none too soon, because the Invaders are back!"	Z-Axis	E	0	space-invaders.z64	1						0		21		2		Activision		NA				Sci-Fi, Shooter	Space Invaders (1999)	0	1999
1932		0	0		1	2024-02-02 13:28:42.283229	2024-02-02 13:29:51.307269	This game is a 3D one-on-one fighter of extraordinary violence. Take control of one of many bionically-enhanced fighters, and fight in a dangerous interactive 3D environment.	Saffire Corporation	M	0	bio-freaks.z64	7						0		21		2		Midway Games		NA					Bio F.R.E.A.K.S.	0	1998
1933		0	0		1	2024-02-02 13:34:51.688247	2024-02-02 17:31:02.685700	"Duke Nukem 3D makes its way to the N64 for the first time, with plenty of new additions:

**Weapons:** New weapons include two sub-machine guns (one in each hand), the Expander (the bad guys just go pop!) a plasma cannon (which is chargeable) and a grenade launcher. Sadly, there are a few missing from the original PC version, including the Ripper Chaingun, the Devastator, and the Freeze-Ray.

**Presentation:** The biggest changes come here, as there are new areas to explore, some improved environments, and the same wise cracks that have made Duke famous. There are also some jokes hidden away based on classic movies (Clockwork Orange, 12 Monkeys, Mars Attacks and Apocalypse Now).

However, there have been plenty of restrictions in this version of Duke 3D. Nintendo have replaced some areas (the porn mag shop has turned into a gun store, the bar is now a burger joint, and the nude women aren't nude anymore), and there is an option available to turn the blood off.

A 4 player mode has also been included, where you can take on your mates as well as Duke Bots, and a 2 player co-op mode, so two players can tackle the single player missions."	Eurocom Developments	M	0	duke-nukem-64.z64	1						0		21		4		GT Interactive Software		NA				First-Person, Shooter	Duke Nukem 64	0	1996
1934		0	0		1	2024-02-02 13:35:00.899932	2024-02-02 17:32:17.151215	WWF No Mercy allows players to compete for seven different WWF titles, with each belt getting its own unique story. Stories can be replayed, allowing players to defend their title in a storyline. Upon successful completion of a story mode, players will unlock the title they were competing for in the Exhibition mode, where titles can be won and defended as the players see fit.	AKI Corporation	T	0	wwf-no-mercy.z64	13						0		21		4		THQ		NA				Wrestling	WWF No Mercy	0	2000
1935		0	0		1	2024-02-02 13:35:12.256347	2024-02-02 17:33:42.366719	Race a selection of tiny toy vehicles (racing cars, tanks, boats and more) across the beach, garden and areas of the house, just like you would with the real Micro Machines toys.	Codemasters	E	0	micro-machines-64-turbo.z64	11						0		21		4		Midway Games		NA				Top-Down	Micro Machines 64 Turbo	0	1999
1936		0	0		1	2024-02-02 13:35:27.588572	2024-02-02 17:35:00.241563	Take a collection of fist-fighters, wrestlers and martial arts experts, and combine them into one tournament. But instead of relying on simply depleting the health bar, you must win points depending on how you defeat an opponent (for example, ring-outs are 1 point, special moves 4 points and countering a special move is 2 points). 	Genki Co	T	0	fighters-destiny.z64	7						0		21		2		Ocean of America		NA					Fighter's Destiny	0	1998
1937		0	0	23	1	2024-02-02 13:35:38.382475	2024-03-24 16:05:24.799592	After having fulfilled Princess Zelda's request and saved the land of Hyrule from grave danger, Link departs on his horse Epona. In the Lost Woods he is ambushed by Skull Kid, an imp who dons a mysterious mask, accompanied by the fairies Tael and Tatl. Skull Kid turns Link into a small plant-like creature known as Deku Scrub and takes away his horse and his magical ocarina. Shortly afterward Tatl joins Link and agrees to help him revert to his native form. A meeting with a wandering mask salesman reveals that the Skull Kid is wearing Majora's Mask, an ancient item used in hexing rituals, which calls forth a menacing moon hovering over the land of Termina. Link has exactly three days to find a way to prevent this from happening.	Nintendo EAD	E	0	legend-of-zelda-majoras-mask.z64	3						0		21		1		Nintendo		NA				Fantasy	Legend of Zelda: Majora's Mask, The	0	2000
1938		0	0		1	2024-02-02 13:35:47.587524	2024-02-02 16:57:11.993273	This futuristic racer has you flying along specially built tracks, jumping through rings, pulling off aerial stunts and getting up to insane speeds.	Boss Game Studios	E	0	stunt-racer-64.z64	11						0		21		4		Midway Games		NA				Sci-Fi	Stunt Racer 64	0	2000
1939		0	0		1	2024-02-02 13:35:56.437062	2024-02-02 16:58:09.516212	"The year is 2016. Humanity has been reduced to a few survivors inhabiting the orbital space station Omega. Over the course of the history, aliens visited the Earth every twenty-five years, ""harvesting"" humans as an organic material. Eventually, they launch an assault on the last remnants of the human race. But Adam Drake, a genetically engineered soldier, comes into possession of a time-traveling device. He uses it to travel to the time periods of human history when aliens performed their deadly attacks. The fate of humanity is in his hands."	Rockstar North	T	0	body-harvest.n64	11						0		21		1		Midway Games		NA				Sci-Fi, Post-Apocalyptic	Body Harvest	0	1998
1940		0	0		1	2024-02-02 13:36:21.519065	2024-02-02 16:58:40.930063	Whoopy World was finished. The high-tech theme-park would be opening tomorrow. How much Rocket, the maintenance robot, wanted to go and see it he could not even tell, but the professor barely noticed. Then it happened. Jojo the raccoon, sick of playing second banana to the insipid Whoopy the walrus, stole all of the tokens, tickets, and Whoopy. There was no time to tell anybody, Rocket had to go and stop Jojo alone.	Sucker Punch	E	0	rocket-robot-on-wheels.z64	1						0		21		1		Ubisoft Entertainment		NA				Platformer	Rocket: Robot on Wheels	0	1999
1941		0	0		1	2024-02-02 13:36:51.973636	2024-05-28 22:19:04.335393	Magical Tetris Challenge is a Tetris game that combines the classic puzzler with the Disney license, and offers two original competitive Tetris variants: Magical Tetris and Updown Tetris.	Capcom	E	0	magical-tetris-challenge.z64	9						0		21		2		Capcom		NA				Falling Block	Magical Tetris Challenge	0	1999
1942		0	0		1	2024-02-02 13:37:04.112709	2024-02-02 17:00:34.771650	Conker the Squirrel has had a really bad day. Too much partying, too much booze - and the result is predictable: a terrible hangover. What is less predictable, however, is the fact that Conker has no idea where he is. All he wants is to go home to his girlfriend Berri, but it seems that an unknown force has thrown him into another world. The ruler of said world, the dumb, but vicious Panther King, is having a serious problem: he has been just drinking milk when he discovered that the table in his throne room is missing one of its legs. Unable to solve the problem by himself, the enraged monarch sends for the mad weasel scientist, Professor Von Kriplespac, who suggests a red squirrel as a replacement for the table's lost leg. The Panther King sends his minions after Conker, who has to explore the bizarre world, deal with its eccentric characters, stay alive, and find a way to return home.	Rare	M	0	conkers-bad-fur-day.z64	1						0		21		4		Rare		NA				Platformer, Puzzle	Conker's Bad Fur Day	0	2001
1944	Spider-Man 64	0	0		1	2024-02-02 13:38:29.074499	2024-02-02 23:40:28.408525	Peter Parker is attending a demonstration of the reformed Dr. Otto Octavius's new invention when an imposter Spider-Man steals the device. Spider-Man must work to clear his name and uncover the sinister motives behind the device's theft.	Neversoft Entertainment	E	0	spider-man.n64	1						0		21		1		Activision		NA				Brawler, Platformer	Spider-Man	0	2000
1945		0	0		1	2024-02-02 13:38:35.630668	2024-02-02 19:35:03.405583	It's a race to the top of the tower, as you control a collection of ball like characters up spiral platforms, with the aim to be the first to the very top.	Acclaim Studios Austin	E	0	iggys-reckin-balls.z64	1						0		21		4		Acclaim Entertainment		NA				Platformer, Puzzle	Iggy's Reckin' Balls	0	1998
1946		0	0		1	2024-02-02 13:39:38.923201	2024-02-02 17:06:53.831557	After a career on N64, NBA Courtside 2002 comes for the first time to the Gamecube with groundbreaking physics and ball control.	Left Field Productions	E	0	kobe-bryant-in-nba-courtside.z64	13						0		21		4		Nintendo		NA				Basketball	Kobe Bryant in NBA Courtside	0	2002
1947		0	0		1	2024-02-02 13:43:23.906132	2024-02-02 17:07:58.855865	Joanna Dark is an agent for the Carrington Institute, a secret organization funded by anonymous sources and dedicated to protecting the world. Through their highly trained operatives and special devices (gadgets), Carrington keeps an eye on terrorists, world powers, and strange happenings. The speed at which the dataDyne corporation has established itself through the development of new technologies is starting to worry the institute. So when Carrington receives a message from Dr. Caroll, a scientist wishing to escape dataDyne, they send their best agent, Joanna, to infiltrate the company headquarters.	Rare	T	0	perfect-dark.z64	1						0		21		4		Rare		NA				First-Person, Sci-Fi, Shooter	Perfect Dark	0	2000
1949		0	0		1	2024-02-02 13:43:50.337592	2024-02-02 16:48:04.816404	A combination of Metal Gear Solid and Syphon Filter, WinBack has you as part of the Strategic Covert Actions Team (SCAT), who have been called upon to stop a terrorist group called the Crying Lions. Already the enemy has destroyed the Center for Space Research, and have taken over a high-security complex that houses the GULF Strategic Weapons System. You have three hours to take back the complex, before the system lets loose on the world.	Koei	T	0	winback-covert-operations.z64	1						0		21		1		Midas Interactive Entertainment Ltd		NA				Shooter, Strategy	WinBack: Covert Operations	0	1999
1950		0	0		1	2024-02-02 13:44:07.520352	2024-02-02 16:49:30.769274	Like its predecessor, Rampage World Tour, Rampage 2 retains the original 2D worlds, but improves the graphics, completely re-rendering the characters. The premise remains the same: stomp out cities and wreck things in general. Some new features in Rampage 2 include four new characters (in addition to the original three), new attacks and combos, a power meter, and bonus rounds. Up to three people can play at once and there are plenty of new cities to destroy.	Digital Eclipse Software	T	0	rampage-2-universal-tour.z64	1						0		21		2		Midway Games		NA				2D Scrolling, Platformer	Rampage 2: Universal Tour	0	1998
1951		0	0	83	1	2024-02-02 14:12:18.314922	2024-02-02 16:55:05.735230	When the Primagen's Lightship was destroyed in *Turok 2: Seeds of Evil* the resulting explosion created a shockwave throughout the universe. This effect nearly ended the life of Oblivion, a 'thing' that drifts through space, consuming anything that ends up in its way. Also during this explosion, a new world was created. In this world lies the Turok family tree, and Oblivion knows that the only way the pain the lies within can be stopped is to destroy the Turok line. 	Acclaim Studios Austin	M	0	turok-3-shadow-of-oblivion.z64	1						0		21		4		Acclaim Entertainment, Inc.		NA				First-Person, Shooter	Turok 3: Shadow of Oblivion	0	2000
1952		0	0		1	2024-02-02 14:12:30.398469	2024-02-02 16:56:06.445895	Much like other Destruction Derby titles, the aim of the game is to race through to the finish, while taking out the other cars for points and not crashing out yourself. 	Looking Glass Studios	E	0	destruction-derby-64.z64	11						0		21		4		THQ		NA					Destruction Derby 64	0	1999
1954		0	0		1	2024-02-02 14:13:23.931199	2024-02-02 15:42:23.629276	Ares, Hercules' brother, forms a plan to dethrone Zeus with the help of Hera. Zeus mysteriously disappears, and a struggle for power corrupts the immortal realm. The Gods, unaware of the true nature of the disturbance, flee to the mortal realm in a search to find the reason for the turmoil.	Player1	T	0	hercules-the-legendary-journeys.z64	1						0		21		1		Titus Interactive		NA				Fantasy, Puzzle	Hercules: The Legendary Journeys	0	2000
1955		0	0		1	2024-02-02 14:13:36.253096	2024-02-02 15:32:20.211244	In the distant future, a small group of human exiles have been doomed to fight for survival on the edge of the galaxy. Through military strength, espionage, and deceit, a unified Terran government has maintained an uneasy peace. But as resources and fuel run short, the Confederate nations find themselves looking towards the rich worlds of their alien neighbors, the enigmatic Protoss. To further complicate matters, it seems that a previously unknown species-- the Zerg-- has entered Protoss space and is destroying everything in its path. The time for war has come.	Blizzard Entertainment	T	0	starcraft-64.z64	14						0		21		2		Nintendo		NA				Real-Time	StarCraft 64	0	2000
1956		0	0		1	2024-02-02 14:13:47.099484	2024-02-02 15:33:58.355034	For the N64 version of the arcade hit, Midway added all-new courses and shortcuts. All six courses can be run in reverse, mirrored, or mirrored and reversed. There's even two hidden stunt courses! Graphically, the game sacrifices detail in favor of blindingly fast screen redraws. 	Atari Games	E	0	san-francisco-rush-extreme-racing.z64	11						0		21		2		Midway Games		NA				Street Racing	San Francisco Rush: Extreme Racing	0	1996
1957		0	0		1	2024-02-02 14:13:58.908780	2024-02-02 15:41:18.324131	Take control of six characters and take part in hand-gliding, rocket-belting, and gyrocopter-ing to pass tests in this crazy flight simulator for the N64.	Nintendo	E	0	pilotwings-64.z64	11						0		21		1		Nintendo		NA				Flight	Pilotwings 64	0	1996
1958		0	0		1	2024-02-02 14:14:27.094255	2024-02-02 14:54:29.062456	The young hero Brian is tasked with a quest to save the land of Celtland. Brian's father, Lord Bartholomy, has mysteriously disappeared. The Eletale Book has also been stolen, which preserves harmony in Celtland. Brian must find his father and bring back the Eletale Book. In his journey he will travel linearly through the land, passing through towns, dungeons, and paths filled with monsters.	Imagineer Co.	E	0	quest-64.z64	12						0		21		1		Imagineer Co.		NA				Fantasy	Quest 64	0	1998
1959		0	0		1	2024-02-02 14:14:29.915542	2024-02-02 14:55:40.078052	"It was school holidays, and the Twinkle gang of schoolkids sailed to an island where they found a cave with crayons hidden inside. They split them among the group, but before they had finished, a bully came and stole the pack along with the last two crayons! He drew a mischievous-looking character, who came to life and said ""Let's cause trouble!"" Twinkle Town was terrified of the bully and his crayon character, so the Twinkle gang decided to draw their own superheroes to stop the bully!"	Konami	E	0	rakugakids.z64	7						0		21		2		Konami		NA					Rakugakids	0	1998
1960		0	0		1	2024-02-02 14:14:42.966752	2024-02-02 14:56:23.226991	Ms. Pac-Man Maze Madness is a combination of classic Pac-Man (or in this case, Ms. Pac-Man) action, maze exploration and Sokoban-like puzzle elements. Players take on the role of Ms. Pac-Man and have to save Pac-Land once again. Although the game is in full 3D, players can only move along designated paths.	Mass Media, Inc.	E	0	ms-pac-man-maze-madness.z64	1						0		21		1		Namco		NA				Puzzle	Ms. Pac-Man Maze Madness	0	2000
1961		0	0		1	2024-02-02 14:14:52.290436	2024-02-02 15:02:05.487108	Instead of the usual Turok single player missions, you must control your character and complete certain missions (from getting the most frags in a time limit, finding an item, or lasting the distance). Before a match you also get to choose which weapons to use, and you can unlock heaps of more weapons and character skins as you complete the objectives.	Bit Managers	M	0	turok-rage-wars.z64	1						0		21		4		Acclaim Entertainment, Inc.		NA				First-Person, Shooter	Turok: Rage Wars	0	1999
1962		0	0	99	1	2024-02-02 14:15:00.296971	2024-02-02 15:04:25.801798	Strategy RPG from Quest. Follow freedom fighter Magnus Gallant as he fights to abolish the class system in Palatinus. Choose from dozens of character classes to customize your army any way you want.	Quest Corporation	T	0	ogre-battle-64-person-of-lordly-caliber.z64	11						0		21		1		Atlus		NA				Top-Down, Turn-Based	Ogre Battle 64: Person of Lordly Caliber	0	1999
1963		0	0		1	2024-02-02 14:15:08.138927	2024-02-02 14:17:41.950630	The New Tetris features special new moves, more ways to score, and room for simultaneous 4-player action. 	H2O Entertainment	E	0	new-tetris.z64	9						0		21		4		Nintendo		NA					The New Tetris	0	1999
1964		0	0		1	2024-02-02 14:15:18.484475	2024-02-02 14:20:58.019074	The sequel to the famous snowboard simulation *Snowboard Kids* is a fun family sports game. It combines a trick-oriented snowboard simulator with shooting/arcade elements. 	Racjin Co., Ltd.	E	0	snowboard-kids-2.z64	13						0		21		4		Atlus		NA				Snowboarding	Snowboard Kids 2	0	1999
1965		0	0		1	2024-02-02 14:15:28.576081	2024-02-02 14:37:33.039955	Tie-in of the popular movie Mission: Impossible, this is a third-person action stealth game with 24 levels. Playing the secret agent Ethan Hunt, the player has to fight international terrorists. Assisted by his IMF team, he sneaks into enemy bases, blows up ammunition depots, retrieves stolen information and takes out the terrorists.	X-ample Architectures	T	0	mission-impossible.z64	1						0		21		1		Ocean Europe Limited		NA				Puzzle, Shooter, Third-Person	Mission Impossible	0	1998
1967		0	1		0	2024-02-02 14:16:00.224267	2024-02-02 14:52:35.074596	Twins Juno and Vela, and their dog Lupus, are Jet Force Gemini, intergalactic police. Their mission? Stop the evil space bug, Mizar, from his goal of galactic conquest with his seemingly-infinite army of Drones. They'll have to stop along multiple planets along the way, and assisting King Jeff and rescuing his subjects, the Tribals.	Rare	T	0	jet-force-gemini.n64	1						0		21		4		Rare		NA				Sci-Fi, Shooter	Jet Force Gemini	0	1999
